2026-09-02T03:01:41.864908648Z I0902 03:01:41.864561       1 shared_informer.go:524] "Waiting for caches to sync"
2026-09-02T03:01:41.870628548Z I0902 03:01:41.869489       1 shared_informer.go:524] "Waiting for caches to sync"
2026-09-02T03:01:41.870629380Z I0902 03:01:41.868548       1 garbagecollector.go:141] "Starting controller" controller="garbagecollector"
2026-09-02T03:01:41.870630171Z I0902 03:01:41.869865       1 shared_informer.go:524] "Waiting for caches to sync"
2026-09-02T03:01:41.870630963Z I0902 03:01:41.869879       1 graph_builder.go:387] "Running" component="GraphBuilder"
2026-09-02T03:01:41.870631670Z I0902 03:01:41.864582       1 shared_informer.go:524] "Waiting for caches to sync"
2026-09-02T03:01:41.870632753Z I0902 03:01:41.870058       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.871194612Z I0902 03:01:41.871119       1 actual_state_of_world.go:541] "Failed to update statusUpdateNeeded field in actual state of world" logger="persistentvolume-attach-detach-controller" err="Failed to set statusUpdateNeeded to needed true, because nodeName=\"incident-lab-control-plane\" does not exist"
2026-09-02T03:01:41.872258040Z I0902 03:01:41.872171       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.ResourceClaim"
2026-09-02T03:01:41.872264952Z I0902 03:01:41.872190       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.ResourceClaim + event handler k8s.io/kubernetes/pkg/controller/devicetainteviction.(*Controller).Run"
2026-09-02T03:01:41.873210920Z I0902 03:01:41.873142       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.Pod"
2026-09-02T03:01:41.874067324Z I0902 03:01:41.873914       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.Pod + event handler k8s.io/kubernetes/pkg/controller/devicetainteviction.(*Controller).Run"
2026-09-02T03:01:41.874505895Z I0902 03:01:41.874172       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.DeviceClass"
2026-09-02T03:01:41.874514638Z I0902 03:01:41.874245       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.ResourceSlice + event handler k8s.io/kubernetes/pkg/controller/devicetainteviction.(*Controller).Run"
2026-09-02T03:01:41.874515929Z I0902 03:01:41.874338       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.ResourceSlice"
2026-09-02T03:01:41.875553958Z I0902 03:01:41.875232       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.DeviceTaintRule + event handler k8s.io/kubernetes/pkg/controller/devicetainteviction.(*Controller).Run"
2026-09-02T03:01:41.875562369Z I0902 03:01:41.875250       1 device_taint_eviction.go:1025] "Done waiting" for="cache and event handler sync" instance="SharedIndexInformer *v1.DeviceTaintRule"
2026-09-02T03:01:41.964443681Z I0902 03:01:41.964267       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965022030Z I0902 03:01:41.964587       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965026818Z I0902 03:01:41.964605       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965027859Z I0902 03:01:41.964613       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965028650Z I0902 03:01:41.964627       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965029441Z I0902 03:01:41.964638       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965030149Z I0902 03:01:41.964655       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965031023Z I0902 03:01:41.964685       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965032064Z I0902 03:01:41.964688       1 node_lifecycle_controller.go:1287] "Initializing eviction metric for zone" zone=""
2026-09-02T03:01:41.965032772Z I0902 03:01:41.964694       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965033522Z I0902 03:01:41.964701       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965034854Z I0902 03:01:41.964724       1 node_lifecycle_controller.go:910] "Missing timestamp for Node. Assuming now as a timestamp" node="incident-lab-control-plane"
2026-09-02T03:01:41.965035812Z I0902 03:01:41.964768       1 node_lifecycle_controller.go:1091] "Controller detected that all Nodes are not-Ready. Entering master disruption mode"
2026-09-02T03:01:41.965036561Z I0902 03:01:41.964850       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965037269Z I0902 03:01:41.964875       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965038102Z I0902 03:01:41.964898       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965038851Z I0902 03:01:41.964923       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965039559Z I0902 03:01:41.964934       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965040225Z I0902 03:01:41.964934       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965040891Z I0902 03:01:41.964941       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965041599Z I0902 03:01:41.964945       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965042432Z I0902 03:01:41.965002       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965079573Z I0902 03:01:41.964942       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.965366082Z I0902 03:01:41.965282       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966012383Z I0902 03:01:41.965800       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966136921Z I0902 03:01:41.966076       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966220155Z I0902 03:01:41.966104       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966320502Z I0902 03:01:41.966257       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966548136Z I0902 03:01:41.966516       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966907344Z I0902 03:01:41.966861       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.966968052Z I0902 03:01:41.966949       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.967140724Z I0902 03:01:41.967094       1 shared_informer.go:524] "Waiting for caches to sync"
2026-09-02T03:01:41.967247816Z I0902 03:01:41.966995       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.967464998Z I0902 03:01:41.967277       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.967688676Z I0902 03:01:41.967281       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.967900446Z I0902 03:01:41.967287       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.967922181Z I0902 03:01:41.967291       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.968011369Z I0902 03:01:41.967294       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.968013992Z I0902 03:01:41.967298       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969080709Z I0902 03:01:41.969047       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969298266Z I0902 03:01:41.969215       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969345900Z I0902 03:01:41.969084       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969359390Z I0902 03:01:41.969075       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969773644Z I0902 03:01:41.969385       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969776059Z I0902 03:01:41.969409       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969776850Z I0902 03:01:41.969504       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969777516Z I0902 03:01:41.969510       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969778349Z I0902 03:01:41.969533       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969779723Z I0902 03:01:41.969544       1 range_allocator.go:177] "Sending events to api server"
2026-09-02T03:01:41.969782763Z I0902 03:01:41.969552       1 range_allocator.go:181] "Starting range CIDR allocator"
2026-09-02T03:01:41.969783470Z I0902 03:01:41.969554       1 shared_informer.go:524] "Waiting for caches to sync"
2026-09-02T03:01:41.969784137Z I0902 03:01:41.969555       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.969784761Z I0902 03:01:41.969561       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.970105663Z I0902 03:01:41.970080       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:41.973012435Z I0902 03:01:41.972824       1 range_allocator.go:433] "Set node PodCIDR" node="incident-lab-control-plane" podCIDRs=["10.244.0.0/24"]
2026-09-02T03:01:42.068162938Z I0902 03:01:42.068064       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:42.070908315Z I0902 03:01:42.070844       1 shared_informer.go:531] "Caches are synced"
2026-09-02T03:01:42.070916351Z I0902 03:01:42.070856       1 garbagecollector.go:166] "Garbage collector: all resource monitors have synced"
2026-09-02T03:01:42.070917892Z I0902 03:01:42.070859       1 garbagecollector.go:169] "Proceeding to collect garbage"
2026-09-02T03:01:43.267439052Z E0902 03:01:43.267159       1 replica_set.go:640] "Unhandled Error" err="sync \"kube-system/coredns-559f6c778d\" failed with read version: 437 is not as new as written version: 442 for group resource replicasets.apps" logger="UnhandledError"
2026-09-02T03:01:43.271125623Z E0902 03:01:43.271043       1 replica_set.go:640] "Unhandled Error" err="sync \"kube-system/coredns-559f6c778d\" failed with read version: 442 is not as new as written version: 446 for group resource replicasets.apps" logger="UnhandledError"
2026-09-02T03:01:56.966993730Z I0902 03:01:56.966891       1 node_lifecycle_controller.go:1110] "Controller detected that some Nodes are Ready. Exiting master disruption mode"
2026-09-02T03:06:46.158672506Z E0902 03:06:46.158278       1 replica_set.go:640] "Unhandled Error" err="sync \"storefront/checkout-api-7db48f7c7b\" failed with read version: 892 is not as new as written version: 903 for group resource replicasets.apps" logger="UnhandledError"
2026-09-02T03:10:01.728286307Z E0902 03:10:01.728139       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:01.822941067Z E0902 03:10:01.822805       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:01.825376063Z E0902 03:10:01.825302       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:01.924328415Z E0902 03:10:01.924202       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:01.924346933Z E0902 03:10:01.924205       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:01.943833410Z E0902 03:10:01.943734       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:01.954575138Z E0902 03:10:01.954488       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:01.968990632Z E0902 03:10:01.968916       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:01.999784315Z E0902 03:10:01.999687       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:02.016451144Z E0902 03:10:02.016371       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:02.086667083Z E0902 03:10:02.086577       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:02.103741539Z E0902 03:10:02.103650       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:02.254114409Z E0902 03:10:02.253983       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:02.269941122Z E0902 03:10:02.269851       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:02.579808217Z E0902 03:10:02.579722       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:02.594561807Z E0902 03:10:02.594490       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:03.225635776Z E0902 03:10:03.225527       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:03.239324849Z E0902 03:10:03.239268       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:04.519625756Z E0902 03:10:04.519448       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:04.526001916Z E0902 03:10:04.525915       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:07.087984596Z E0902 03:10:07.087834       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: payments, err: unexpected items still remain in namespace: payments for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="payments"
2026-09-02T03:10:07.091722955Z E0902 03:10:07.091611       1 namespace_controller.go:164] "Deletion of namespace failed" err="failed to delete pods for namespace: storefront, err: unexpected items still remain in namespace: storefront for gvr: /v1, Resource=pods" logger="UnhandledError" namespace="storefront"
2026-09-02T03:10:15.532135855Z E0902 03:10:15.532019       1 replica_set.go:640] "Unhandled Error" err="sync \"storefront/checkout-api-7db48f7c7b\" failed with read version: 1212 is not as new as written version: 1223 for group resource replicasets.apps" logger="UnhandledError"
2026-09-02T03:10:15.534891816Z E0902 03:10:15.534639       1 replica_set.go:640] "Unhandled Error" err="sync \"storefront/checkout-api-7db48f7c7b\" failed with read version: 1223 is not as new as written version: 1226 for group resource replicasets.apps" logger="UnhandledError"
2026-09-02T04:02:50.903934285Z E0902 04:02:50.903759       1 resource_quota_controller.go:460] "Error during resource discovery" err="failed to discover resources: the server has asked for the client to provide credentials" logger="UnhandledError"
2026-09-02T04:02:51.006323642Z I0902 04:02:51.006179       1 garbagecollector.go:805] "failed to discover preferred resources" error="the server has asked for the client to provide credentials"
2026-09-02T04:03:28.564109440Z E0902 04:03:28.563949       1 reflector.go:227] "Failed to watch" err="Unauthorized" logger="UnhandledError" reflector="pkg/controller/certificates/clustertrustbundlepublisher/publisher.go:347" type="*v1.ClusterTrustBundle"
2026-09-02T06:22:31.423908554Z E0902 06:22:31.423686       1 resource_quota_controller.go:460] "Error during resource discovery" err="failed to discover resources: the server has asked for the client to provide credentials" logger="UnhandledError"
2026-09-02T06:22:31.590338755Z I0902 06:22:31.590194       1 garbagecollector.go:805] "failed to discover preferred resources" error="the server has asked for the client to provide credentials"
2026-09-02T07:42:13.197057633Z E0902 07:42:13.196940       1 resource_quota_controller.go:460] "Error during resource discovery" err="failed to discover resources: the server has asked for the client to provide credentials" logger="UnhandledError"
2026-09-02T07:42:13.333681713Z I0902 07:42:13.333573       1 garbagecollector.go:805] "failed to discover preferred resources" error="the server has asked for the client to provide credentials"
2026-09-02T09:26:10.828087138Z E0902 09:26:10.827874       1 resource_quota_controller.go:460] "Error during resource discovery" err="failed to discover resources: the server has asked for the client to provide credentials" logger="UnhandledError"
2026-09-02T09:26:11.031858573Z I0902 09:26:11.031709       1 garbagecollector.go:805] "failed to discover preferred resources" error="the server has asked for the client to provide credentials"
2026-09-02T11:27:49.423219490Z I0902 11:27:49.422818       1 cleaner.go:189] "Cleaning CSR as it is more than approvedExpiration duration old and approved." csr="csr-gpdxc" approvedExpiration="1h0m0s"
2026-09-02T11:27:50.148933561Z E0902 11:27:50.148810       1 resource_quota_controller.go:460] "Error during resource discovery" err="failed to discover resources: the server has asked for the client to provide credentials" logger="UnhandledError"
2026-09-02T11:27:50.347783494Z I0902 11:27:50.347665       1 garbagecollector.go:805] "failed to discover preferred resources" error="the server has asked for the client to provide credentials"
2026-09-02T12:28:34.197508437Z E0902 12:28:34.197348       1 reflector.go:227] "Failed to watch" err="Unauthorized" logger="UnhandledError" reflector="pkg/controller/certificates/clustertrustbundlepublisher/publisher.go:347" type="*v1.ClusterTrustBundle"
